Model,Feature_Set,Split,Accuracy,Precision,Recall,F1-Score,ROC-AUC,Tuning_Method,Best_Params,Best_Param_Notes
XGBoost,W200_O50,80/20,0.7337883959044369,0.7302953649155406,0.7128738524362339,0.7157102175123953,0.9637721532472163,RandomizedSearchCV,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.1}","Tested n_estimators, learning_rate, max_depth, subsample, colsample_bytree using RandomizedSearchCV with 2-fold Stratified CV and confirmed with KFold-5F."
XGBoost,W200_O50,70/30,0.7415244596131968,0.7385332799790919,0.7214071478871261,0.7225056316712243,0.9658973984095617,RandomizedSearchCV,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.1}","Tested n_estimators, learning_rate, max_depth, subsample, colsample_bytree using RandomizedSearchCV with 2-fold Stratified CV and confirmed with KFold-5F."
XGBoost,W300_O0,80/20,0.721596724667349,0.7172577256816904,0.7070931142131164,0.7088144120680571,0.961678955032621,RandomizedSearchCV,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.1}","Tested n_estimators, learning_rate, max_depth, subsample, colsample_bytree using RandomizedSearchCV with 2-fold Stratified CV and confirmed with KFold-5F."
XGBoost,W300_O0,70/30,0.7276450511945393,0.7221103604381564,0.7072877740794048,0.7100435307918294,0.9644419777280656,RandomizedSearchCV,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.1}","Tested n_estimators, learning_rate, max_depth, subsample, colsample_bytree using RandomizedSearchCV with 2-fold Stratified CV and confirmed with KFold-5F."
XGBoost,W300_O50,80/20,0.7820710973724884,0.7866937230886264,0.777201939950896,0.7790093352093046,0.9774575284215031,RandomizedSearchCV,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.1}","Tested n_estimators, learning_rate, max_depth, subsample, colsample_bytree using RandomizedSearchCV with 2-fold Stratified CV and confirmed with KFold-5F."
XGBoost,W300_O50,70/30,0.7716346153846154,0.7655590343115407,0.7581050275477966,0.758774422093558,0.9745346511973296,RandomizedSearchCV,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.1}","Tested n_estimators, learning_rate, max_depth, subsample, colsample_bytree using RandomizedSearchCV with 2-fold Stratified CV and confirmed with KFold-5F."
XGBoost,W400_O0,80/20,0.7393689986282579,0.7278447219942994,0.7318979983192005,0.7257408300352399,0.9684605030432966,RandomizedSearchCV,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.1}","Tested n_estimators, learning_rate, max_depth, subsample, colsample_bytree using RandomizedSearchCV with 2-fold Stratified CV and confirmed with KFold-5F."
XGBoost,W400_O0,70/30,0.7413162705667276,0.7304048253326989,0.728657461613437,0.7283468745515229,0.9700981701516507,RandomizedSearchCV,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.1}","Tested n_estimators, learning_rate, max_depth, subsample, colsample_bytree using RandomizedSearchCV with 2-fold Stratified CV and confirmed with KFold-5F."
XGBoost,W400_O50,80/20,0.7972318339100346,0.7861638193426821,0.7817730477081567,0.782369437314016,0.9794894769365002,RandomizedSearchCV,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.1}","Tested n_estimators, learning_rate, max_depth, subsample, colsample_bytree using RandomizedSearchCV with 2-fold Stratified CV and confirmed with KFold-5F."
XGBoost,W400_O50,70/30,0.7933579335793358,0.7824573910007291,0.7772338267817793,0.7778668970370801,0.9780259643252027,RandomizedSearchCV,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.1}","Tested n_estimators, learning_rate, max_depth, subsample, colsample_bytree using RandomizedSearchCV with 2-fold Stratified CV and confirmed with KFold-5F."
XGBoost,W500_O0,80/20,0.7233676975945017,0.7217244286692367,0.7260931830916687,0.7201825187162686,0.9627762948120838,RandomizedSearchCV,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.1}","Tested n_estimators, learning_rate, max_depth, subsample, colsample_bytree using RandomizedSearchCV with 2-fold Stratified CV and confirmed with KFold-5F."
XGBoost,W500_O0,70/30,0.7468499427262314,0.7433429712128983,0.7336478008382478,0.732029283166721,0.969056246023636,RandomizedSearchCV,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.1}","Tested n_estimators, learning_rate, max_depth, subsample, colsample_bytree using RandomizedSearchCV with 2-fold Stratified CV and confirmed with KFold-5F."
XGBoost,W500_O50,80/20,0.7989556135770235,0.8014347880761231,0.7800616773542839,0.786241203391955,0.980837135998398,RandomizedSearchCV,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.1}","Tested n_estimators, learning_rate, max_depth, subsample, colsample_bytree using RandomizedSearchCV with 2-fold Stratified CV and confirmed with KFold-5F."
XGBoost,W500_O50,70/30,0.8004640371229699,0.7932669841040417,0.7816911151686359,0.7837954304929188,0.9806860502855351,RandomizedSearchCV,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.1}","Tested n_estimators, learning_rate, max_depth, subsample, colsample_bytree using RandomizedSearchCV with 2-fold Stratified CV and confirmed with KFold-5F."
ANN,W100_O0,80/20,0.6610284167794317,0.6605580143485247,0.6495442895016401,0.6522170292359926,0.9484249138540456,RandomizedSearchCV,"{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (50, 50), 'learning_rate': 'constant'}","Tested hidden_layer_sizes, solver, and activation using RandomizedSearchCV with Stratified 3-fold CV."
ANN,W100_O0,70/30,0.6641100834649222,0.6604252708586392,0.6555486642272015,0.6553711935240352,0.9499260541384806,RandomizedSearchCV,"{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (50, 50), 'learning_rate': 'constant'}","Tested hidden_layer_sizes, solver, and activation using RandomizedSearchCV with Stratified 3-fold CV."
ANN,W100_O50,80/20,0.7077470757755552,0.7069335198871006,0.6973560825191583,0.6984879372130579,0.9624657647520775,RandomizedSearchCV,"{'activation': 'tanh', 'alpha': 0.001, 'hidden_layer_sizes': (50, 50), 'learning_rate': 'constant'}","Tested hidden_layer_sizes, solver, and activation using RandomizedSearchCV with Stratified 3-fold CV."
ANN,W100_O50,70/30,0.7191773081704147,0.7168288397217132,0.7060172996929596,0.7084449715050262,0.9623706967947928,RandomizedSearchCV,"{'activation': 'tanh', 'alpha': 0.001, 'hidden_layer_sizes': (50, 50), 'learning_rate': 'constant'}","Tested hidden_layer_sizes, solver, and activation using RandomizedSearchCV with Stratified 3-fold CV."
ANN,W200_O0,80/20,0.69068660774983,0.6970042278380333,0.6776841960566297,0.6827055972478587,0.9599586693437238,RandomizedSearchCV,"{'activation': 'tanh', 'alpha': 0.0001, 'hidden_layer_sizes': (50, 50), 'learning_rate': 'constant'}","Tested hidden_layer_sizes, solver, and activation using RandomizedSearchCV with Stratified 3-fold CV."
ANN,W200_O0,70/30,0.6746714997734481,0.6740632179140797,0.6610577187751299,0.6638608600785201,0.9530189156544828,RandomizedSearchCV,"{'activation': 'tanh', 'alpha': 0.0001, 'hidden_layer_sizes': (50, 50), 'learning_rate': 'constant'}","Tested hidden_layer_sizes, solver, and activation using RandomizedSearchCV with Stratified 3-fold CV."
ANN,W200_O50,80/20,0.7221843003412969,0.717855022014201,0.7069497255858278,0.7087450340430462,0.9623886007720894,RandomizedSearchCV,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (50, 50), 'learning_rate': 'constant'}","Tested hidden_layer_sizes, solver, and activation using RandomizedSearchCV with Stratified 3-fold CV."
ANN,W200_O50,70/30,0.7224118316268487,0.7171765729331496,0.7124291464064091,0.7118929029100257,0.9620947199172455,RandomizedSearchCV,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (50, 50), 'learning_rate': 'constant'}","Tested hidden_layer_sizes, solver, and activation using RandomizedSearchCV with Stratified 3-fold CV."
ANN,W300_O0,80/20,0.6908904810644831,0.6852077903380067,0.6813802218305518,0.6810934370810483,0.9593222652757043,RandomizedSearchCV,"{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (50, 50), 'learning_rate': 'constant'}","Tested hidden_layer_sizes, solver, and activation using RandomizedSearchCV with Stratified 3-fold CV."
ANN,W300_O0,70/30,0.6621160409556314,0.6784559725399444,0.6526589242894576,0.648495866047607,0.9546693993000601,RandomizedSearchCV,"{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (50, 50), 'learning_rate': 'constant'}","Tested hidden_layer_sizes, solver, and activation using RandomizedSearchCV with Stratified 3-fold CV."
ANN,W300_O50,80/20,0.7810407006697578,0.7717437267480041,0.7692501988701305,0.7696477374174038,0.9752607263334419,RandomizedSearchCV,"{'activation': 'tanh', 'alpha': 0.0001, 'hidden_layer_sizes': (50, 50), 'learning_rate': 'constant'}","Tested hidden_layer_sizes, solver, and activation using RandomizedSearchCV with Stratified 3-fold CV."
ANN,W300_O50,70/30,0.7414148351648352,0.7391783508618947,0.7279437232903785,0.7285503572878252,0.9689896800032588,RandomizedSearchCV,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (50, 50), 'learning_rate': 'constant'}","Tested hidden_layer_sizes, solver, and activation using RandomizedSearchCV with Stratified 3-fold CV."
ANN,W400_O0,80/20,0.6790123456790124,0.6756855238452709,0.6651574770799799,0.6661195691716816,0.9588578425219146,RandomizedSearchCV,"{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (50, 50), 'learning_rate': 'constant'}","Tested hidden_layer_sizes, solver, and activation using RandomizedSearchCV with Stratified 3-fold CV."
ANN,W400_O0,70/30,0.706581352833638,0.6994794521227227,0.6995278430926337,0.6978732473041828,0.963292106362884,RandomizedSearchCV,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (50, 50), 'learning_rate': 'constant'}","Tested hidden_layer_sizes, solver, and activation using RandomizedSearchCV with Stratified 3-fold CV."
ANN,W400_O50,80/20,0.7294117647058823,0.7243174139673406,0.7060810932557569,0.7095120806051383,0.9681816631394036,RandomizedSearchCV,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (50, 50), 'learning_rate': 'constant'}","Tested hidden_layer_sizes, solver, and activation using RandomizedSearchCV with Stratified 3-fold CV."
ANN,W400_O50,70/30,0.742619926199262,0.7361936932844856,0.7303405202707421,0.7299326858196767,0.9699555002872401,RandomizedSearchCV,"{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (50, 50), 'learning_rate': 'constant'}","Tested hidden_layer_sizes, solver, and activation using RandomizedSearchCV with Stratified 3-fold CV."
ANN,W500_O0,80/20,0.6683848797250859,0.6881873600454632,0.6702817891983173,0.6737235845880838,0.960840153948782,RandomizedSearchCV,"{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (50, 50), 'learning_rate': 'constant'}","Tested hidden_layer_sizes, solver, and activation using RandomizedSearchCV with Stratified 3-fold CV."
ANN,W500_O0,70/30,0.6632302405498282,0.6792737266499006,0.6454441263666096,0.6522457276324476,0.9565760738937883,RandomizedSearchCV,"{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (50, 50), 'learning_rate': 'constant'}","Tested hidden_layer_sizes, solver, and activation using RandomizedSearchCV with Stratified 3-fold CV."
ANN,W500_O50,80/20,0.7310704960835509,0.7327417064663877,0.7178585749617488,0.7225733048077498,0.9712794938163931,RandomizedSearchCV,"{'activation': 'tanh', 'alpha': 0.0001, 'hidden_layer_sizes': (50,), 'learning_rate': 'constant'}","Tested hidden_layer_sizes, solver, and activation using RandomizedSearchCV with Stratified 3-fold CV."
ANN,W500_O50,70/30,0.7134570765661253,0.7186206062092897,0.6928608299629798,0.6983376112046069,0.9667021017056314,RandomizedSearchCV,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (50, 50), 'learning_rate': 'constant'}","Tested hidden_layer_sizes, solver, and activation using RandomizedSearchCV with Stratified 3-fold CV."
